loan_num,request_id,lender_id,supplier_id,borrower_id,amount,age renge,status,sector,monthly house income,work status,number of employees at home,seniority of work,education,owned apartment,mortgage,ind_default
6771378,68837454,633555,76974545,780740719,10252,40-49,single parent,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,no education,home owner,not mortgage,no
1964180,24745453,413742,82106702,203223759,10252,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,2,5+,no education,home owner,not mortgage,no
9344040,70186286,587920,25181185,299301644,6734,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,no education,not home owner,not mortgage,no
7423496,96783808,734291,64947755,513842039,11000,18-29,married,Banking & Capital Market,"12,001-19,000",salaried employee,2,0-3,high school,home owner,not mortgage,no
9639779,53951168,992148,66274528,475337370,38000,40-49,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,no education,home owner,not mortgage,no
4991280,18086150,519890,44198898,193777435,14555,18-29,married,Transportation,"19,001-30,000",self-employed,1,5+,Bachelor's degree,home owner,not mortgage,no
8552889,94626757,145526,83538029,605218565,5684,40-49,married,Energy & Electricity,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
7862823,78543780,524914,19587732,257263597,17600,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,mortgage,no
1144806,23840786,559030,36972606,295431575,60000,40-49,married,Real Estate,"12,001-19,000",salaried employee,1,0-3,Bachelor's degree,home owner,not mortgage,no
3718445,55901761,695804,51935093,127898494,26390,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,no education,home owner,mortgage,no
4816332,91128044,824649,21840766,914267331,6990,18-29,single,Real Estate,"0-12,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
4206230,49267645,803895,58315257,392205831,55000,40-49,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
3303799,91665397,438444,31904372,915944471,10350,30-39,single,Energy & Electricity,"12,001-19,000",salaried employee,1,0-3,high school,home owner,not mortgage,no
4532794,62185296,716111,98934758,706888399,76000,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,not home owner,not mortgage,no
2819624,79639500,746314,44038480,481213819,11785,50+,divorced,Transportation,"12,001-19,000",retired,1,5+,high school,not home owner,not mortgage,no
1711723,49335741,136039,11644600,224631662,45900,50+,single,Banking & Capital Market,"12,001-19,000",retired,1,0-3,Bachelor's degree,not home owner,not mortgage,no
8440523,91810915,107860,79139688,127679056,20000,50+,married,Banking & Capital Market,"0-12,000",salaried employee,2,0-3,Bachelor's degree,home owner,mortgage,no
1719264,57489540,837409,55056620,360344987,84038,40-49,divorced,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
8040852,12827167,978260,40723216,142410548,22546,30-39,single,Real Estate,"12,001-19,000",self-employed,1,5+,Bachelor's degree,home owner,mortgage,no
6970236,74307654,369405,40580366,129982164,10000,50+,divorced,Energy & Electricity,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
7671214,38797565,415039,14773699,700566315,75000,50+,divorced,Banking & Capital Market,"12,001-19,000",retired,0,0-3,Bachelor's degree,home owner,not mortgage,no
8685796,57668683,567978,83119005,155236942,40600,30-39,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,no education,home owner,mortgage,no
9854880,83131056,838324,75540614,145315206,100000,18-29,married,Real Estate,"19,001-30,000",self-employed,1,0-3,no education,home owner,not mortgage,no
2509795,30599112,607811,48896067,615465214,12400,18-29,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
6477400,76319212,563069,77381262,597054088,15275,30-39,single parent,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,not mortgage,no
1522469,47772562,996093,89074685,235307507,12500,40-49,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
8798469,46574815,739836,92205755,108354907,18446,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,mortgage,no
6961757,71271346,647582,82953960,183454340,82000,30-39,single,Real Estate,"19,001-30,000",self-employed,1,5+,high school,not home owner,not mortgage,no
2895396,72744986,758828,76670442,663421760,20706,40-49,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,not mortgage,no
4312569,20508879,439439,80855129,171243370,38353,30-39,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
1141560,13548894,516266,35240927,138526114,12000,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,2,5+,high school,home owner,not mortgage,no
3045191,92922265,583480,53662332,977668570,26000,50+,single,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,high school,home owner,not mortgage,no
2554885,98608909,930548,21160258,169696271,31564,18-29,married,Banking & Capital Market,"19,001-30,000",self-employed,1,0-3,Bachelor's degree,home owner,mortgage,yes
1722019,44126140,395838,11321670,983803564,35875,40-49,single,Banking & Capital Market,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
4393023,57546078,223104,46327395,714065658,86000,40-49,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,mortgage,no
8805996,95567711,644721,25735747,359700649,54000,50+,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
6215926,75199229,182737,14166581,257320599,12180,18-29,divorced,Energy & Electricity,"19,001-30,000",salaried employee,1,0-3,high school,home owner,not mortgage,no
4088140,51184808,217200,68192188,139358729,18150,50+,single,Banking & Capital Market,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
2900944,55721613,335722,22607844,152339242,14400,30-39,married,Banking & Capital Market,"12,001-19,000",self-employed,2,5+,no education,not home owner,not mortgage,no
2663299,49319991,873337,94000279,801730190,50000,40-49,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,no education,home owner,mortgage,no
1761767,16504407,756842,23153167,280659188,13380,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,PhD,home owner,not mortgage,no
5210843,46192124,572057,37493874,605136757,31465,30-39,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
3552541,34442249,190844,34085004,983408268,15124,18-29,single,Energy & Electricity,"19,001-30,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
4559604,31953110,292694,24026278,362198112,7276,40-49,divorced,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,not mortgage,no
7299385,79442823,715355,61848053,238670116,7997,40-49,divorced,Energy & Electricity,"12,001-19,000",retired,1,0-3,Bachelor's degree,home owner,not mortgage,no
1763394,86872866,530188,35528232,871547053,17580,40-49,divorced,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
9653763,55160057,172124,60079342,140527694,70000,18-29,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
2618319,63710336,941296,43074977,259480629,16023,40-49,married,Energy & Electricity,"19,001-30,000",self-employed,2,5+,high school,home owner,mortgage,no
9100350,82166061,989701,14183568,485254409,26000,50+,married,Banking & Capital Market,"12,001-19,000",retired,1,0-3,high school,home owner,not mortgage,no
5980202,86784176,149303,45134196,796455709,5452,18-29,married,Energy & Electricity,"12,001-19,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
4645137,54679452,794475,11968724,923459823,12708,40-49,divorced,Real Estate,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
3436720,41517380,103601,40077890,455157575,10199,30-39,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,high school,home owner,not mortgage,no
9684436,93103365,115369,86309721,920946068,61500,40-49,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,home owner,mortgage,no
9530301,68615014,526157,53185479,196839005,49190,50+,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
7898209,63295347,252142,78060210,242214318,5431,18-29,married,Energy & Electricity,"12,001-19,000",salaried employee,1,unemployed,Bachelor's degree,not home owner,not mortgage,no
9610084,21591582,151723,66586039,278412633,10000,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
5445072,59983143,715775,27066401,843163147,80000,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
1153251,56187696,342206,95539850,138031435,54700,18-29,divorced,Real Estate,"19,001-30,000",self-employed,1,5+,no education,not home owner,not mortgage,no
1783223,70070708,368776,77523767,640829720,18629,40-49,married,Banking & Capital Market,"0-12,000",salaried employee,2,5+,Bachelor's degree,not home owner,not mortgage,no
2155193,12394197,848686,82869708,497734443,51800,50+,divorced,Banking & Capital Market,"0-12,000",retired,1,5+,high school,home owner,not mortgage,no
1326698,59962719,285455,10267302,210627267,6000,18-29,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
9193438,94739811,252024,84259878,418950424,17165,30-39,single,Real Estate,"19,001-30,000",salaried employee,1,5+,high school,home owner,not mortgage,no
8600121,32879287,878598,19934717,438400056,49000,50+,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
8019230,19972643,210766,13329508,920222743,35970,18-29,single,Real Estate,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
9896843,17893612,527115,20557649,297306814,60000,30-39,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,high school,home owner,not mortgage,no
5764075,24392417,793034,38173209,466863049,16400,40-49,single,Medicine,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,mortgage,no
8258803,63816668,979723,13116479,565673111,12400,40-49,single,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
1885739,22232655,617743,80558526,197136324,16000,40-49,married,Energy & Electricity,"19,001-30,000",salaried employee,2,5+,high school,home owner,not mortgage,no
2490853,17457376,715999,25987405,377300403,15884,50+,divorced,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
9207748,94905132,209691,27482271,930540459,89000,18-29,married,Real Estate,"19,001-30,000",self-employed,1,5+,Bachelor's degree,home owner,mortgage,no
6042615,88733034,352257,93145167,745393582,39500,50+,single,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,not mortgage,no
1241559,80857552,728856,57755726,292735502,15891,50+,divorced,Energy & Electricity,"0-12,000",retired,1,0-3,high school,home owner,not mortgage,no
5399863,51074402,148491,88141225,324041756,13000,30-39,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
3774476,93693421,775084,79470243,765873845,14400,18-29,single,Medicine,"0-12,000",salaried employee,1,0-3,Bachelor's degree,home owner,not mortgage,no
1038860,79483935,975959,81749056,528003639,45200,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
2793095,20692826,318249,47523629,177629650,15150,40-49,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
6620382,24301456,455253,51869816,732728582,27000,18-29,widower,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
1903275,94223842,812362,30892285,173381946,12300,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
7308246,40255369,853034,71876479,274523821,17428,18-29,married,Energy & Electricity,"19,001-30,000",salaried employee,2,0-3,no education,home owner,not mortgage,no
1590078,67921752,805131,39647017,831559468,71736,30-39,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,not home owner,mortgage,no
4226955,72356282,503414,67381715,644377654,4060,18-29,married,Energy & Electricity,"12,001-19,000",salaried employee,1,0-3,Bachelor's degree,home owner,not mortgage,no
6166990,91822122,261890,17144341,793589288,75000,30-39,divorced,Real Estate,"12,001-19,000",self-employed,1,5+,no education,home owner,mortgage,no
9353471,12530896,100073,13888694,478836812,12400,40-49,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
3219700,59579735,637545,23285339,549459123,12400,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,0-3,Bachelor's degree,home owner,mortgage,no
5961752,30286830,243022,15217942,874458008,20600,18-29,single,Medicine,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
9051832,58854323,889998,64680979,824491140,30744,50+,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
7403639,95736945,542936,62834354,598882907,30750,18-29,single,Banking & Capital Market,"12,001-19,000",self-employed,1,5+,Bachelor's degree,not home owner,not mortgage,no
5109142,86292018,508604,84828387,159949150,12400,18-29,married,Energy & Electricity,"19,001-30,000",self-employed,1,5+,Bachelor's degree,not home owner,not mortgage,no
5873238,72956296,690975,93072756,570684221,13000,18-29,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
3846322,36498790,939546,70001684,679607906,205000,18-29,single,Real Estate,"19,001-30,000",salaried employee,1,0-3,no education,not home owner,not mortgage,no
5149817,94707080,600288,42923237,597352520,10248,18-29,single,Energy & Electricity,"19,001-30,000",salaried employee,1,0-3,master's degree,not home owner,not mortgage,no
6686819,70542088,678274,66305770,605773039,5841,18-29,divorced,Energy & Electricity,"0-12,000",salaried employee,1,0-3,no education,not home owner,not mortgage,no
6254659,66620162,873750,81072178,254429759,30000,30-39,married,Banking & Capital Market,"19,001-30,000",salaried employee,2,5+,high school,home owner,not mortgage,no
3366792,33651054,580092,12891530,187148951,5200,30-39,married,Banking & Capital Market,"0-12,000",retired,0,0-3,Bachelor's degree,home owner,not mortgage,no
2685718,18632239,357565,38226314,188435106,18800,30-39,divorced,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
8336504,51558666,687754,59793885,371396091,25000,50+,married,Banking & Capital Market,"19,001-30,000",retired,1,unemployed,no education,home owner,not mortgage,no
9265259,45628112,881985,56410600,132997974,12400,30-39,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,mortgage,no
2415703,19967117,629711,76854103,944776060,7995,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,high school,home owner,mortgage,no
5450490,49318597,670357,99616115,144140909,5944,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,home owner,not mortgage,no
9890649,19932313,771622,85111706,366640650,12000,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
4462752,65095239,920362,94932021,130573021,99938,30-39,single,Real Estate,"12,001-19,000",self-employed,1,0-3,no education,not home owner,not mortgage,no
3152981,37230895,356487,39529191,429007966,33000,40-49,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,0-3,high school,home owner,not mortgage,no
6691673,12693506,291109,53548128,625101323,10000,40-49,divorced,Energy & Electricity,"12,001-19,000",self-employed,1,5+,Bachelor's degree,home owner,mortgage,no
3658655,68328262,986251,90838463,411316135,100000,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
7266969,62389947,605536,39634662,226154784,5513,18-29,single,Transportation,"0-12,000",salaried employee,1,0-3,high school,not home owner,not mortgage,no
3044687,86305934,637444,58123081,752416790,27168,40-49,married,Banking & Capital Market,"19,001-30,000",salaried employee,1,0-3,Bachelor's degree,home owner,not mortgage,no
6053215,27131197,467907,29681369,577358679,26645,50+,divorced,Banking & Capital Market,"19,001-30,000",retired,1,5+,high school,home owner,not mortgage,no
4378349,31051600,791181,75589535,680884924,20496,50+,single,Real Estate,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
2688815,74297789,272831,99298728,884744106,65000,40-49,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
4375605,32845710,532862,28735092,783199896,15000,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
5559822,29780740,279846,53535857,672445092,30000,18-29,single,Real Estate,"19,001-30,000",self-employed,1,0-3,high school,not home owner,not mortgage,no
4353963,55250611,746002,24504941,639241394,18446,50+,divorced,Banking & Capital Market,"12,001-19,000",self-employed,1,5+,high school,home owner,mortgage,no
8867608,77575344,566980,92071662,980376580,13200,30-39,married,Energy & Electricity,"12,001-19,000",self-employed,1,5+,no education,home owner,not mortgage,no
6740568,65749092,710216,36374000,166198786,9018,30-39,single,Transportation,"12,001-19,000",self-employed,1,5+,Bachelor's degree,home owner,mortgage,no
2072010,71722434,949811,53542293,606935356,10248,50+,divorced,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
9002265,75908434,984290,75508166,714526916,17365,30-39,divorced,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
9754480,55725215,768911,80433741,301841202,16200,40-49,single,Banking & Capital Market,"19,001-30,000",self-employed,1,5+,high school,not home owner,not mortgage,no
1414237,77592522,728633,18279389,364973577,10049,30-39,single,Energy & Electricity,"19,001-30,000",self-employed,1,5+,high school,not home owner,not mortgage,no
5149364,25352251,747230,69586655,629859864,20818,30-39,widower,Energy & Electricity,"12,001-19,000",salaried employee,1,0-3,Bachelor's degree,home owner,not mortgage,no
7738482,57546603,128850,21559923,471544287,99938,40-49,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
1019454,59707075,845279,58037841,349500852,100181,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
4066666,28052526,100987,31711493,844636211,31465,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
2277848,18611789,769833,51759717,508143724,31200,30-39,divorced,Banking & Capital Market,"19,001-30,000",salaried employee,1,0-3,high school,home owner,mortgage,no
8448224,79533545,673267,18689241,341512530,13500,30-39,married,Energy & Electricity,"19,001-30,000",not working,0,0-3,high school,home owner,mortgage,no
5897513,61882880,897028,11686479,919400564,12400,40-49,divorced,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
7065810,45877526,165100,94658567,368204939,35985,30-39,single,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,high school,home owner,not mortgage,no
9520502,29704975,822203,85016346,978964440,15060,40-49,divorced,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,home owner,mortgage,no
9641678,34553189,506363,58276131,440748918,12400,40-49,married,Energy & Electricity,"0-12,000",salaried employee,1,5+,no education,home owner,not mortgage,no
4847143,85138947,913214,21811125,146570007,6950,40-49,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,master's degree,home owner,not mortgage,no
1803575,78119664,459215,30377165,872680566,5124,30-39,divorced,Energy & Electricity,"0-12,000",salaried employee,1,5+,high school,home owner,not mortgage,no
5219079,37391867,133440,64470626,625178218,9550,30-39,married,Banking & Capital Market,"19,001-30,000",self-employed,1,0-3,no education,home owner,not mortgage,no
7671533,53534910,597217,97042356,605061594,5000,50+,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
8756701,11150758,701430,62349623,894514533,11273,18-29,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,master's degree,not home owner,not mortgage,no
1158072,91673393,999345,95132299,905986542,16608,50+,divorced,Energy & Electricity,"12,001-19,000",retired,1,0-3,high school,home owner,not mortgage,no
4064248,14117644,808703,91723852,242157023,35000,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,not home owner,mortgage,no
4728328,92097995,170960,91674416,180850740,40600,30-39,divorced,Real Estate,"12,001-19,000",self-employed,1,5+,Bachelor's degree,not home owner,not mortgage,no
6667601,49647219,913497,77644149,522730838,99978,18-29,divorced,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,not mortgage,no
6814311,78898555,433593,65668082,901066879,8178,40-49,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
1677966,53566467,551397,94857954,674792241,5934,30-39,other,Medicine,"12,001-19,000",salaried employee,2,0-3,Bachelor's degree,not home owner,not mortgage,no
1317614,21667548,959012,89041152,435462175,30744,50+,single,Banking & Capital Market,"12,001-19,000",retired,1,0-3,high school,home owner,not mortgage,no
6393190,85827765,679243,98810365,784158707,12400,40-49,widower,Energy & Electricity,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
8097046,45163513,533560,42331510,622210965,44000,40-49,single,Real Estate,"19,001-30,000",self-employed,1,5+,no education,not home owner,not mortgage,no
9441411,69826143,570614,48289810,128081005,17200,18-29,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
4370728,28497278,378768,61050448,498146226,100000,30-39,married,Real Estate,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
1683885,70440470,693246,10722960,596328083,39200,40-49,divorced,Banking & Capital Market,"12,001-19,000",self-employed,1,5+,no education,not home owner,not mortgage,no
7897419,55596753,825158,67689350,759328730,83638,18-29,married,Real Estate,"19,001-30,000",self-employed,1,0-3,no education,home owner,not mortgage,no
1376691,60314291,776530,71424884,168568995,26650,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,no education,not home owner,not mortgage,no
8275829,34622054,909245,33242352,432835833,56364,40-49,single,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
7035308,69961475,626500,13763487,275472365,111650,50+,single,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
5642532,22109688,278639,77293674,958302214,21315,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,no education,home owner,not mortgage,no
2136052,71177711,750477,78267143,344854250,10000,50+,divorced,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
3135232,72347107,772097,46459396,747782919,29000,50+,married,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
7713420,99552201,982271,43102899,799052187,17592,40-49,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
9342125,95177748,173637,45670375,435911160,12298,30-39,married,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
7414857,29349522,808112,21068490,746475651,47000,50+,widower,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
1641792,61127485,873023,59304663,275835994,11642,30-39,single,Real Estate,"19,001-30,000",self-employed,1,5+,high school,not home owner,not mortgage,no
3186204,36063846,556484,70231849,553938069,82000,18-29,single,Banking & Capital Market,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
8108333,33343434,442947,63702931,523234450,7174,40-49,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,home owner,mortgage,no
3130947,21241419,264927,75430432,675368515,4600,40-49,married,Banking & Capital Market,"0-12,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
5384687,43119614,746196,76649092,776662856,9223,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,0-3,master's degree,not home owner,not mortgage,no
7425498,69653634,473595,38752443,900074073,16100,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
3287382,43034008,840816,16387042,555337822,24800,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
9343078,88975349,260272,17766515,281918896,41006,18-29,single,Banking & Capital Market,"19,001-30,000",self-employed,1,0-3,Bachelor's degree,home owner,mortgage,no
6053588,73998093,911516,34608592,395405677,60000,18-29,single,Real Estate,"12,001-19,000",self-employed,1,0-3,no education,not home owner,not mortgage,no
8068517,89595430,615295,45578648,264331856,31304,50+,widower,Energy & Electricity,"12,001-19,000",retired,1,0-3,high school,home owner,mortgage,no
7315317,55206480,911650,37362234,137926587,16400,50+,single,Banking & Capital Market,"0-12,000",retired,1,0-3,Bachelor's degree,not home owner,not mortgage,no
8531009,33771834,331379,76363564,419767481,17400,18-29,single,Medicine,"0-12,000",salaried employee,1,0-3,Bachelor's degree,not home owner,not mortgage,no
1962206,64953762,566574,30449929,280615053,70000,40-49,single,Banking & Capital Market,"19,001-30,000",salaried employee,1,5+,Bachelor's degree,home owner,not mortgage,no
4336883,10358513,246038,59051887,391623978,13000,40-49,single,Banking & Capital Market,"0-12,000",salaried employee,1,5+,no education,home owner,not mortgage,no
9013819,52575287,763227,36449087,762623862,85000,40-49,divorced,Real Estate,"0-12,000",self-employed,1,5+,Bachelor's degree,home owner,mortgage,no
9750521,77128835,725376,89744715,785495223,15450,18-29,married,Medicine,"19,001-30,000",salaried employee,1,5+,no education,home owner,not mortgage,no
6151679,25897883,935115,78122163,105583193,20234,40-49,married,Energy & Electricity,"19,001-30,000",salaried employee,2,0-3,Bachelor's degree,home owner,not mortgage,no
4694273,12633348,833593,67005929,866723169,10000,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
2374346,27735821,841051,27371892,386081102,55825,18-29,single,Banking & Capital Market,"19,001-30,000",self-employed,1,5+,no education,home owner,not mortgage,yes
1300361,20135393,563384,32129578,778676223,50000,40-49,married,Banking & Capital Market,"12,001-19,000",salaried employee,2,5+,high school,home owner,not mortgage,no
6735930,97248150,180873,81008181,381033990,13000,40-49,divorced,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
4481882,95602788,126286,59801194,167342922,73000,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,no education,home owner,mortgage,no
7459195,62755306,141281,94127083,797927083,10000,30-39,married,Banking & Capital Market,"12,001-19,000",retired,1,5+,high school,home owner,mortgage,no
6728114,23725151,133119,83392131,892360325,72800,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,high school,home owner,mortgage,no
3128114,66492998,184636,85950738,994540589,61800,40-49,married,Real Estate,"19,001-30,000",self-employed,1,0-3,Bachelor's degree,home owner,not mortgage,no
5065564,72888302,391545,56670704,343810649,21315,30-39,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,no education,not home owner,not mortgage,no
8897740,93447461,616488,29279319,867324683,8234,30-39,divorced,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
9595106,69760346,587161,61623996,629449418,9840,30-39,married,Energy & Electricity,"19,001-30,000",self-employed,1,5+,high school,home owner,not mortgage,no
6537699,28858026,648278,17933021,700125682,12400,40-49,married,Energy & Electricity,"12,001-19,000",self-employed,1,0-3,high school,home owner,not mortgage,no
5246847,14241023,956393,22380365,162403967,4060,18-29,single,Energy & Electricity,"0-12,000",salaried employee,1,5+,Bachelor's degree,not home owner,not mortgage,no
7641634,24699322,179536,42889901,882535031,10560,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,1,5+,high school,home owner,mortgage,no
5585910,72710455,795340,51152945,274752571,79422,30-39,married,Real Estate,"19,001-30,000",self-employed,1,5+,Bachelor's degree,home owner,not mortgage,no
9869903,24891104,214495,67589560,217486131,10150,30-39,married,Energy & Electricity,"19,001-30,000",salaried employee,1,0-3,high school,home owner,mortgage,no
7154187,97372510,676993,43007307,508555399,11060,18-29,single,Energy & Electricity,"12,001-19,000",salaried employee,1,5+,high school,not home owner,not mortgage,no
