Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
TownePlace Suites by Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.2 km from center,8.2,Very Good,"₪ 1,053","1,461 reviews",King Studio,"Entire studio • 1 bathroom • 25m²
1 king bed",Prepayment,2023-04-06-2023-04-07,2023-03-22,1 night,15.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.8,Excellent,"₪ 1,228",547 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-07,2023-03-22,1 night,15.0
Empire Hotel,"Upper West Side, New York",400 m from center,6.8,Review score,₪ 987,"2,530 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-07,2023-03-22,1 night,15.0
The Historic Blue Moon Hotel - NYC,"Lower East Side, New York",5.5 km from center,7.7,Good,₪ 867,51 reviews,Pied - a - Terre,1 king bed,Prepayment,2023-04-06-2023-04-07,2023-03-22,1 night,15.0
The Flat NYC,"Flatiron District, New York",2.9 km from center,8.0,Very Good,₪ 980,571 reviews,Double Room with Shared Bathroom,2 bunk beds,Prepayment,2023-04-06-2023-04-07,2023-03-22,1 night,15.0
Walker Hotel Tribeca,"Chinatown, New York",5.8 km from center,8.1,Very Good,"₪ 2,074","1,277 reviews",Walker Cozy King,1 king bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Blakely by LuxUrban,"Manhattan, New York",0.5 km from center,7.8,Good,"₪ 2,282","2,541 reviews",Standard King Room,1 king bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
W Hoboken,Hoboken,5 km from center,8.4,Very Good,"₪ 2,105",251 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Royalton New York,"Manhattan, New York",1.4 km from center,7.6,Good,"₪ 2,501","1,400 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,"₪ 1,525",417 reviews,King Room with Sofa Bed,"2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 2,013","1,531 reviews",King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"Holiday Inn Express & Suites Jersey City - Holland Tunnel, an IHG Hotel",Jersey City,6.4 km from center,8.2,Very Good,"₪ 1,916","1,290 reviews",King Room - Hearing Accessible - Non-Smoking,1 king bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Fairfield Inn & Suites New York Manhattan/Downtown East,"Chinatown, New York",6.2 km from center,8.0,Very Good,"₪ 2,073",336 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.7,Excellent,"₪ 2,492",284 reviews,Superior Courtyard King,1 king bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hyatt Regency Jersey City,Jersey City,7.1 km from center,8.0,Very Good,"₪ 2,266",886 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Club Wyndham Midtown 45,"Midtown East, New York",1.9 km from center,8.3,Very Good,"₪ 4,099",189 reviews,One-Bedroom Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 56m²
2 beds (1 king, 1 sofa bed)",Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Canopy By Hilton Jersey City Arts District,"Downtown Jersey City, Jersey City",7.3 km from center,8.9,Excellent,"₪ 1,733",667 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Holland Hotel Free Parking Jersey City,Jersey City,6.5 km from center,8.3,Very Good,"₪ 1,257",961 reviews,Standard Double Room,,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.8,Good,"₪ 1,971",122 reviews,Deluxe Studio,1 king bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Sonesta Simply Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 1,411",654 reviews,Studio Queen Suite with Roll-In Shower - Mobility Accessible,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The FIDI Hotel,"Wall Street - Financial District, New York",7.6 km from center,8.9,Excellent,"₪ 1,490",13 reviews,Superior Corner Queen,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 2,328","2,440 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,"₪ 2,019",893 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 1,789",617 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Paramount Hotel Times Square,"Manhattan, New York",1 km from center,6.5,Review score,"₪ 1,904","2,528 reviews",Double Room,1 full bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hampton Inn Manhattan Times Square North,"Hell's Kitchen, New York",0.6 km from center,7.8,Good,"₪ 2,282","2,676 reviews",King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"Hell's Kitchen, New York",0.7 km from center,7.9,Good,"₪ 1,994","1,048 reviews",King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Hotel Chelsea,"Chelsea, New York",2.9 km from center,9.3,Wonderful,"₪ 2,937",411 reviews,Petite King,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"The Standard, High Line New York","Greenwich Village, New York",3.7 km from center,8.1,Very Good,"₪ 2,640","1,745 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Tillary Hotel Brooklyn,"Downtown Brooklyn, Brooklyn",8 km from center,7.6,Good,"₪ 1,973",212 reviews,Classic King,Multiple bed types,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Marlton Hotel,"Greenwich Village, New York",4.1 km from center,8.2,Very Good,"₪ 2,927",650 reviews,Petite Full Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hilton Garden Inn Times Square,"Manhattan, New York",0.9 km from center,7.5,Good,"₪ 2,472","2,185 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Westin Jersey City Newport,"Newport, Jersey City",6.6 km from center,8.3,Very Good,"₪ 1,833",217 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Pod Brooklyn,"Williamsburg, Brooklyn",6.2 km from center,8.2,Very Good,"₪ 1,899","2,876 reviews",Queen Pod,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Comfort Inn Manhattan - Midtown West,"Hell's Kitchen, New York",1.1 km from center,6.9,Review score,"₪ 2,270",882 reviews,Queen Room - Non-Smoking,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Very Good,"₪ 2,677","3,338 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Aloft Brooklyn,"Downtown Brooklyn, Brooklyn",8.5 km from center,6.0,Review score,"₪ 1,899",875 reviews,"Guest Room, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Wallace Hotel,"Upper West Side, New York",1.5 km from center,9.3,Wonderful,"₪ 3,520",879 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Dominick Hotel,"SoHo, New York",5.1 km from center,8.6,Excellent,"₪ 3,960",699 reviews,Hudson Square King Room,1 king bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Sheraton Brooklyn New York,"Downtown Brooklyn, Brooklyn",8.5 km from center,7.1,Good,"₪ 1,895","1,810 reviews","Guest Room, 1 King",1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Pod Times Square,"Hell's Kitchen, New York",1.4 km from center,8.1,Very Good,"₪ 2,009","12,925 reviews",Bunk Pod,2 twin beds,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Wythe Hotel,"Williamsburg, Brooklyn",5.5 km from center,8.6,Excellent,"₪ 2,794",194 reviews,Studio Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Fitzpatrick Grand Central,"Midtown East, New York",1.8 km from center,8.2,Very Good,"₪ 2,332",388 reviews,Deluxe Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Artezen Hotel,"Wall Street - Financial District, New York",6.9 km from center,9.0,Wonderful,"₪ 2,105",904 reviews,Deluxe King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
MOXY NYC Times Square,"Manhattan, New York",1.9 km from center,8.0,Very Good,"₪ 2,073","8,723 reviews",Double Room,1 full bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Henn na Hotel New York,"Manhattan, New York",1.9 km from center,8.5,Very Good,"₪ 2,633","1,635 reviews",Executive King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Moxy Brooklyn Williamsburg,"Williamsburg, Brooklyn",6.5 km from center,7.0,Good,"₪ 2,191",2 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 2,341","1,227 reviews",Soho King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 2,771","6,708 reviews",Deluxe King,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Ludlow Hotel,"Lower East Side, New York",5.2 km from center,8.9,Excellent,"₪ 4,173",892 reviews,Queen Studio - High Floor,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Broome,"SoHo, New York",5.4 km from center,8.7,Excellent,"₪ 3,097",231 reviews,Deluxe Queen,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
NobleDEN Hotel,"Little Italy, New York",5.6 km from center,9.0,Wonderful,"₪ 2,804","1,462 reviews",King Room with Juliet Balcony,1 king bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
W New York - Union Square,"Union Square, New York",3.5 km from center,7.6,Good,"₪ 2,534",169 reviews,"Wonderful Guest Room, Guest room, 1 King, City view",1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Times Square EDITION New York,"Manhattan, New York",1 km from center,8.5,Very Good,"₪ 3,025",677 reviews,Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Ridge,"Lower East Side, New York",5.1 km from center,6.7,Review score,"₪ 2,204",543 reviews,Standard Double Room,1 full bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 3,832",331 reviews,Superior Room with King Bed,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
La Quinta by Wyndham New York City Central Park,"Upper West Side, New York",1 km from center,6.6,Review score,"₪ 1,971","2,754 reviews",1 Double Bed - Non Smoking,1 full bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
LIC Hotel,"Long Island City, Queens",3.6 km from center,8.4,Very Good,"₪ 1,870","1,994 reviews",Classic Double Room,1 full bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"Holiday Inn Express - Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,6.4,Review score,"₪ 2,336","2,558 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"The Draper New York, Tapestry Collection by Hilton","Manhattan, New York",1.9 km from center,8.4,Very Good,"₪ 2,277","1,035 reviews",King Room with Bath Tub - Mobility/Hearing Access,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Motto by Hilton New York City Chelsea,"Chelsea, New York",2.8 km from center,8.7,Excellent,"₪ 2,277","1,217 reviews",Room with Murphy Bed,1 full bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Element Times Square West,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 2,072","5,505 reviews","Guest Room, 1 King",1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Da Vinci Hotel,"Manhattan, New York",250 m from center,7.3,Good,"₪ 2,105",657 reviews,Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Maritime Hotel,"Chelsea, New York",3.4 km from center,8.8,Excellent,"₪ 2,815",522 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hyatt House New York/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 2,446",547 reviews,Den Guestroom with King Bed,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
DoubleTree by Hilton Hotel & Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 1,893",380 reviews,Junior Queen Suite,"Private suite
1 queen bed",Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Very Good,"₪ 2,596","1,250 reviews",Double Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hampton Inn Manhattan-35th St Empire State Bldg,"Manhattan, New York",2 km from center,8.3,Very Good,"₪ 2,486","3,461 reviews",King Room with Roll in Shower,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 2,559","15,172 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Fitzpatrick Manhattan,"Midtown East, New York",1.4 km from center,8.2,Very Good,"₪ 2,259",370 reviews,Deluxe Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Best Western Plus Soho Hotel,"Chinatown, New York",5.8 km from center,8.9,Excellent,"₪ 2,468",115 reviews,Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hampton Inn Brooklyn Downtown,"Downtown Brooklyn, Brooklyn",8.1 km from center,8.4,Very Good,"₪ 2,118","1,803 reviews",1 King with Fridge - Non-Smoking,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Penny Williamsburg,"Williamsburg, Brooklyn",6.3 km from center,8.8,Excellent,"₪ 1,895",468 reviews,Queen,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 2,960","5,662 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.8,Excellent,"₪ 2,394",547 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Good,"₪ 2,434","5,556 reviews",King Room - Hearing Accessible,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"Holiday Inn New York City - Times Square, an IHG Hotel","Hell's Kitchen, New York",1.6 km from center,7.6,Good,"₪ 2,327","1,941 reviews",Queen Room - Disability Access/Non-Smoking,1 queen bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 2,779","3,961 reviews",King Room,"Private suite
1 king bed",Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Park Terrace Hotel,"Manhattan, New York",1.7 km from center,8.7,Excellent,"₪ 2,794","2,406 reviews",Classic Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
TownePlace Suites by Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.2 km from center,8.2,Very Good,"₪ 2,211","1,461 reviews",King Studio,"Entire studio • 1 bathroom • 25m²
1 king bed",Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Wyndham Garden Long Island City,"Long Island City, Queens",3.2 km from center,7.5,Good,"₪ 2,435",690 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"Hotel 50 Bowery, part of JdV by Hyatt","Chinatown, New York",5.9 km from center,8.6,Excellent,"₪ 2,085",833 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Bryant Park Hotel,"Manhattan, New York",1.7 km from center,8.7,Excellent,"₪ 2,860",810 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Grayson Hotel,"Manhattan, New York",1.8 km from center,8.3,Very Good,"₪ 2,144",59 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Carnegie Hotel,"Manhattan, New York",400 m from center,8.6,Excellent,"₪ 3,183","1,115 reviews",Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Wingate by Wyndham New York Midtown South/5th Ave,"Manhattan, New York",1.9 km from center,7.9,Good,"₪ 2,207","1,513 reviews",Queen Room - Non-Smoking,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 2,633","2,757 reviews",King Room,1 king bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Excellent,"₪ 2,303","2,187 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hyatt Union Square New York,"Union Square, New York",3.9 km from center,7.7,Good,"₪ 2,827",251 reviews,King Room - Courtyard View,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,"₪ 1,943","1,066 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Feather Factory Hotel,"Long Island City, Queens",4.3 km from center,8.0,Very Good,"₪ 1,232","1,419 reviews",Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
NYC Empire State Studios,"NoMad, New York",2.4 km from center,7.0,Good,"₪ 1,671",201 reviews,Standard Studio #6,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 full bed",Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,"₪ 3,659","1,280 reviews",Studio with View,"Entire studio • 1 bathroom • 20m²
1 king bed",FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Gallivant Times Square,"Manhattan, New York",0.9 km from center,6.5,Review score,"₪ 2,339","4,080 reviews",Standard Accessible Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Good,"₪ 2,204","3,287 reviews",King Room - Non-Smoking,1 king bed,Free cancellation,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Kasa The Duffy Times Square,"Hell's Kitchen, New York",1.1 km from center,7.9,Good,"₪ 2,809",163 reviews,Queen Room (Self Check-in with Virtual Front Desk),1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Empire Hotel,"Upper West Side, New York",400 m from center,6.8,Review score,"₪ 2,270","2,530 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,"₪ 2,743",907 reviews,Classic Double Room,,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Sheraton Tribeca New York Hotel,"Tribeca, New York",5.6 km from center,7.6,Good,"₪ 1,936","2,444 reviews",Standard King Room,1 king bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Square Hotel at Times Square,"Manhattan, New York",0.8 km from center,7.0,Good,"₪ 2,123","2,385 reviews",Accessible Room 1 Queen Bed,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Very Good,"₪ 2,204",975 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,"Hell's Kitchen, New York",2.1 km from center,8.3,Very Good,"₪ 2,954","3,984 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
The Fifty Sonesta Select New York,"Midtown East, New York",1.6 km from center,8.0,Very Good,"₪ 2,311",752 reviews,King Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Hilton Garden Inn New York - Times Square Central,"Manhattan, New York",1.5 km from center,7.6,Good,"₪ 2,316","1,562 reviews",Queen Room with City View,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
"Club Quarters Hotel Grand Central, New York","Midtown East, New York",1.8 km from center,8.0,Very Good,"₪ 2,209","2,353 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-08,2023-03-22,2 nights,15.0
Walker Hotel Tribeca,"Chinatown, New York",5.8 km from center,8.1,Very Good,"₪ 3,175","1,277 reviews",Walker Cozy King,1 king bed,Free cancellation,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Excellent,"₪ 3,958","1,459 reviews",Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
W Hoboken,Hoboken,5 km from center,8.4,Very Good,"₪ 3,158",251 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,"₪ 2,394",417 reviews,King Room with Sofa Bed,"2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 3,020","1,531 reviews",King Room,1 king bed,Prepayment,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
"Holiday Inn Express & Suites Jersey City - Holland Tunnel, an IHG Hotel",Jersey City,6.4 km from center,8.2,Very Good,"₪ 2,961","1,290 reviews",King Room - Hearing Accessible - Non-Smoking,1 king bed,Free cancellation,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Royalton New York,"Manhattan, New York",1.4 km from center,7.6,Good,"₪ 3,818","1,400 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.7,Excellent,"₪ 3,545",284 reviews,Superior Courtyard King,1 king bed,Free cancellation,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Hyatt Regency Jersey City,Jersey City,7.1 km from center,8.0,Very Good,"₪ 3,454",886 reviews,Double Room with Two Double Beds,2 full beds,FREE cancellation • No prepayment needed,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Fairfield Inn & Suites New York Manhattan/Downtown East,"Chinatown, New York",6.2 km from center,8.0,Very Good,"₪ 3,263",336 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Canopy By Hilton Jersey City Arts District,"Downtown Jersey City, Jersey City",7.3 km from center,8.9,Excellent,"₪ 2,634",667 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.8,Good,"₪ 3,048",122 reviews,Deluxe Studio,1 king bed,Free cancellation,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Holland Hotel Free Parking Jersey City,Jersey City,6.5 km from center,8.3,Very Good,"₪ 1,943",961 reviews,Standard Double Room,,Prepayment,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Hyatt Place Long Island City,"Long Island City, Queens",4.1 km from center,8.5,Very Good,"₪ 2,851",893 reviews,King Room,1 king bed,Prepayment,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
Sonesta Simply Suites Jersey City,Jersey City,6.8 km from center,8.5,Very Good,"₪ 2,105",654 reviews,Studio Queen Suite,1 queen bed,Prepayment,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Very Good,"₪ 2,739",617 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-06-2023-04-09,2023-03-22,3 nights,15.0
